ignore,publish,id,track,chords,key,album,artists,composer,language,loop_start,loop_end,title,channel,upload_date,uploader,baritone,id_related
1,0,NFhrzPSRZOA,,,,,,,,0.0,479.0,Funny Incident ?? Ukulele or guitar??,UCJjV2CHB58Xerdqbwyka7QA,20200404,Sayali Tank,,
1,0,NGTtSmMmLCY,,,,,,,,0.0,48.0,Yaara Teri Yaari Ko - Ukulele Cover | Friendship Day 2020|,UCTxnAa2uGE2lk1CSfL8Amjw,20200729,the chashmish,,
1,0,NIrEodTVhXk,,,,,,,,0.0,134.0,Shallow,UC8JGJmLrRlz5Kf9GguiCq6g,20190312,One String by Priyanka Ravindran,,
1,0,NRucYGkjfW0,,,,,,,,0.0,120.0,Mast Magan,UC8JGJmLrRlz5Kf9GguiCq6g,20180730,One String by Priyanka Ravindran,,
1,0,NXwmX9zB-lc,,,,,,,,0.0,258.0,Galliyan Unplugged | Ek Villain | Shraddha Kapoor | Cover | Shivanaay,UCMsX4epw3cck3D3Jy0oy_zg,20190914,Shivanaay,,
1,0,NZ5FmlkBGy0,,,,,,,,0.0,276.0,Tumse milke aisa laga(Parinda) | Female cover | Sayali Tank,UCJjV2CHB58Xerdqbwyka7QA,20180624,Sayali Tank,,
1,0,NdCDTpuN5u0,,,,,,,,0.0,1995.0,BollyUke Q&A | Ask Me Anything | 6th Sep’2020,UCXNmFZc8m5w0tQbpMs6rGyA,20200906,BollyUke - Bollywood Ukulele Tutorials,,
1,0,NeyriWaQen8,,,,,,,,0.0,99.0,Perfect,UC8JGJmLrRlz5Kf9GguiCq6g,20190309,One String by Priyanka Ravindran,,
1,0,NfmIOplqMAo,,,,,,,,0.0,200.0,My Heart Will Go On - Ukelele Cover,UC8JGJmLrRlz5Kf9GguiCq6g,20200325,One String by Priyanka Ravindran,,
1,0,Nn6NAbIQhjs,,,,,,,,0.0,34.0,Kalat Nakalat - Title song | Ukulele Cover |#shorts,UCTxnAa2uGE2lk1CSfL8Amjw,20201220,the chashmish,,
1,0,Np8zCq0g5I0,,,,,,,,0.0,475.0,Same chords in different ways? Singing tips?,UCJjV2CHB58Xerdqbwyka7QA,20201212,Sayali Tank,,
1,0,NrRHT-RYKDU,,,,,,,,0.0,36.0,My Heart Is beating | Julie | Acoustic Cover with Harmony |,UChYG9VnF6VjXy4IJMwyt9hA,20170331,Avni Kulshreshtha,,
1,0,NtxyM9C8iHc,,,,,,,,0.0,114.0,Makhna | Drive | Ukulele Cover | My Uke Diaries! | Shivanaay,UCMsX4epw3cck3D3Jy0oy_zg,20191022,Shivanaay,,
1,0,NwI3tkC6ZW4,,,,,,,,0.0,127.0,Saibo,UC8JGJmLrRlz5Kf9GguiCq6g,20191108,One String by Priyanka Ravindran,,
1,0,O2LsK78eNvM,,,,,,,,0.0,413.0,Which ukulele is perfect?? Food item that I can eat everyday week??,UCJjV2CHB58Xerdqbwyka7QA,20200509,Sayali Tank,,
1,0,O3VJXoNigX4,,,,,,,,0.0,38.0,Luka chuppi - Ukulele Cover #shorts,UCTxnAa2uGE2lk1CSfL8Amjw,20201207,the chashmish,,
1,0,O9-yH4qTAqQ,,,,,,,,0.0,250.0,Kaun Tuze Unplugged (M.S.Dhoni : The Untold Story) | Cover by Sayali Tank | (Palak Muchhal),UCJjV2CHB58Xerdqbwyka7QA,20170227,Sayali Tank,,
1,0,OB93m1szhqg,,,,,,,,0.0,78.0,You are the only exception,UC8JGJmLrRlz5Kf9GguiCq6g,20171227,One String by Priyanka Ravindran,,
1,0,OCS4rDwdpec,,,,,,,,0.0,318.0,Best advice?? | #sawaalcorner,UCJjV2CHB58Xerdqbwyka7QA,20200314,Sayali Tank,,
1,0,OEkdgYWaIGg,,,,,,,,0.0,1898.0,Chord Strumming Exercise 1 | BollyUke Live,UCXNmFZc8m5w0tQbpMs6rGyA,20200317,BollyUke - Bollywood Ukulele Tutorials,,
1,0,OJdmWkf9Oi4,,,,,,,,0.0,280.0,BollyUke Online 1:1 Classes | Student Spotlight | Debroop Dasgupta,UCXNmFZc8m5w0tQbpMs6rGyA,20200602,BollyUke - Bollywood Ukulele Tutorials,,
1,0,ON05z0aFHGI,,,,,,,,0.0,709.0,Tips For Aspiring Youtubers With Tanya Khanijow | Weird questions tag,UCJjV2CHB58Xerdqbwyka7QA,20180913,Sayali Tank,,
1,0,OPnAczA1sAk,,,,,,,,0.0,639.0,Is ukulele easy to learn than Guitar? Difference between Guitar and Ukulele? | FAQ &A | Sayali Tank,UCJjV2CHB58Xerdqbwyka7QA,20190327,Sayali Tank,,
1,0,OUTW5hu4zBo,,,,,,,,0.0,62.0,"I created SCAM 1992 Theme with Ukulele, Finger Snaps & 👏  | ukeguide",UCtYAlKT4ZHsP37o8d7gIjkQ,20210314,ukeguide,,
1,0,OXFP_TS4LmE,,,,,,,,0.0,75.0,Neela Neele Ambar - Ukelele Cover,UC8JGJmLrRlz5Kf9GguiCq6g,20200408,One String by Priyanka Ravindran,,
1,0,Oc_igaeFbRE,,,,,,,,0.0,76.0,Paris (Feat.Shadow),UC8JGJmLrRlz5Kf9GguiCq6g,20180805,One String by Priyanka Ravindran,,
1,0,Of_AE6910GM,,,,,,,,0.0,187.0,Tumse hi x A Million Dreams | Mashup MAYhem | Ukulele Covers | Shivanaay,UCMsX4epw3cck3D3Jy0oy_zg,20200530,Shivanaay,,
1,0,Og0LVr9NNYA,,,,,,,,0.0,1154.0,What size ukulele should I buy?? Best size Ukulele??,UCJjV2CHB58Xerdqbwyka7QA,20200323,Sayali Tank,,
1,0,OnZmLr6HBXw,,,,,,,,0.0,5.0,Channel Intro!,UCMsX4epw3cck3D3Jy0oy_zg,20190824,Shivanaay,,
1,0,Ovqh-cIgScw,,,,,,,,0.0,155.0,PEHLA PEHLA PYAAR HAI | UKULELE COVER | TRIBUTE TO SPB SIR,UCpxZQKj_Gwldx5vOYnRHIIw,20200925,Ukulele Adda,,
1,0,OxBmQpIbP0Q,,,,,,,,0.0,181.0,"When I took a Break from YouTube! | Focusing on Quality, Not Consistency | Shivanaay",UCMsX4epw3cck3D3Jy0oy_zg,20200904,Shivanaay,,
1,0,OzTZK-yFxW4,,,,,,,,0.0,47.0,Ride (Original)  | acoustic ukulele music | ukeguide,UCtYAlKT4ZHsP37o8d7gIjkQ,20201031,ukeguide,,
1,0,P16NbbqtiOQ,,,,,,,,0.0,342.0,How to play the basic Major Chords in Ukulele | C D E F G A B | Arathi Unnikrishnan,UCpaXVJBBAK6AA_DBi43c54A,20210211,Arathi Unnikrishnan,,
1,0,PAxAt19R36I,,,,,,,,0.0,54.0,En Veettu Thottathil | Tamil Music Shorts | #shorts | Arathi Unnikrishnan,UCpaXVJBBAK6AA_DBi43c54A,20210129,Arathi Unnikrishnan,,
1,0,PEkbs01jG4U,,,,,,,,0.0,60.0,Kuchh iss Tarah | Atif Aslam | Piano Instrumental |,UChYG9VnF6VjXy4IJMwyt9hA,20170702,Avni Kulshreshtha,,
1,0,PHTPU2_WAuw,,,,,,,,0.0,32.0,Sippi Irukkudu ukulele cover/ukulele chords,UCseOAfsBqBoSPH37WzPhIMA,20200211,Magivizhi,,
1,0,PIB2KfZcRDI,,,,,,,,0.0,143.0,Chand Sifarish,UC8JGJmLrRlz5Kf9GguiCq6g,20191113,One String by Priyanka Ravindran,,
1,0,PIurU_8B1AI,,,,,,,,0.0,85.0,ZARA ZARA - UKULELE COVER,UCTxnAa2uGE2lk1CSfL8Amjw,20200806,the chashmish,,
1,0,PQAX3jZC0EU,,,,,,,,0.0,284.0,Multiple Intelligence,UCseOAfsBqBoSPH37WzPhIMA,20151030,Magivizhi,,
1,0,PR-VLRVQobA,,,,,,,,0.0,95.0,Sanam Re,UC8JGJmLrRlz5Kf9GguiCq6g,20180416,One String by Priyanka Ravindran,,
1,0,PkZrABns6jE,,,,,,,,0.0,447.0,How to Tune your Ukulele Accurately using Digital Tunner |  Ukulele Tunning with Digital Tuner,UCJjV2CHB58Xerdqbwyka7QA,20191103,Sayali Tank,,
1,0,PnQvwxu8Fw0,,,,,,,,0.0,265.0,Will I ever do a Ukulele Giveaway??,UCJjV2CHB58Xerdqbwyka7QA,20200104,Sayali Tank,,
1,0,PqUctSaOjgQ,,,,,,,,0.0,256.0,Meri Maa (Dasvidaniya) | Kailash Kher | Sayali Tank (Female Cover),UCJjV2CHB58Xerdqbwyka7QA,20170514,Sayali Tank,,
1,0,Py7Y_i9zXQM,,,,,,,,0.0,102.0,Photograph,UC8JGJmLrRlz5Kf9GguiCq6g,20180303,One String by Priyanka Ravindran,,
1,0,Q-z6j6FGhHQ,,,,,,,,0.0,70.0,Kuch Toh Bata Zindagi,UC8JGJmLrRlz5Kf9GguiCq6g,20180723,One String by Priyanka Ravindran,,
1,0,Q17MBT7q1tY,,,,,,,,0.0,142.0,JEENA JEENA - ATIF ASLAM | BADLAPUR | UKULELE COVER,UCpxZQKj_Gwldx5vOYnRHIIw,20201002,Ukulele Adda,,
1,0,Q1Og3zFLu2A,,,,,,,,0.0,126.0,With you/For you - Ukelele Cover,UC8JGJmLrRlz5Kf9GguiCq6g,20191230,One String by Priyanka Ravindran,,
1,0,Q1rKjSelSkI,,,,,,,,0.0,105.0,Aate Jaate,UC8JGJmLrRlz5Kf9GguiCq6g,20180404,One String by Priyanka Ravindran,,
1,0,Q3cYsQKfLjI,,,,,,,,0.0,80.0,Likhe Jo Khat Tujhe | Mohommed Rafi | Piano Cover,UChYG9VnF6VjXy4IJMwyt9hA,20170828,Avni Kulshreshtha,,
1,0,Q7U6Xjrqasg,,,,,,,,0.0,28.0,Unnimaya Song | Table Beats | Maniyarayile Ashokan | Short Cover | #shorts | Arathi Unnikrishnan,UCpaXVJBBAK6AA_DBi43c54A,20201105,Arathi Unnikrishnan,,
1,0,QAXr3NNKBto,,,,,,,,0.0,101.0,Suttum vizhi chudarey,UC8JGJmLrRlz5Kf9GguiCq6g,20171207,One String by Priyanka Ravindran,,
1,0,QGncvfAZ_q8,,,,,,,,0.0,160.0,[SERIES] Bollywood Songs Misheard Lyrics | Episode 1,UCJjV2CHB58Xerdqbwyka7QA,20180816,Sayali Tank,,
1,0,QOdPM-Wr7Cg,,,,,,,,0.0,645.0,Am I giving Trinity Exams? Podcast details??,UCJjV2CHB58Xerdqbwyka7QA,20201107,Sayali Tank,,
1,0,QQYGbBAoqPU,,,,,,,,0.0,130.0,Tere Mere Milan-Collab Cover,UC8JGJmLrRlz5Kf9GguiCq6g,20200614,One String by Priyanka Ravindran,,
1,0,Q_q1mfHyeuI,,,,,,,,0.0,186.0,Tu Hi Hai | Dear Zindagi | Ukulele Cover |,UChYG9VnF6VjXy4IJMwyt9hA,20161219,Avni Kulshreshtha,,
1,0,QaiQU4ulHmM,,,,,,,,0.0,506.0,Maintaining Strumming Tempo? Buzzing Ukulele??,UCJjV2CHB58Xerdqbwyka7QA,20201114,Sayali Tank,,
1,0,QeNg5NFVnDI,,,,,,,,0.0,1420.0,Old Hindi Songs On Simple Chords,UChYG9VnF6VjXy4IJMwyt9hA,20190212,Avni Kulshreshtha,,
1,0,QiM7VU3cMD0,,,,,,,,0.0,89.0,Har kisi ko nahi milta,UC8JGJmLrRlz5Kf9GguiCq6g,20171223,One String by Priyanka Ravindran,,
1,0,QjY9O7NCi2U,,,,,,,,0.0,52.0,Poomaram,UC8JGJmLrRlz5Kf9GguiCq6g,20171123,One String by Priyanka Ravindran,,
1,0,Ql0LxVVU6kY,,,,,,,,0.0,33.0,Duji vaar pyar - Ukulele Cover,UCTxnAa2uGE2lk1CSfL8Amjw,20201028,the chashmish,,
1,0,QlBqlOA5fR4,,,,,,,,0.0,62.0,Something just like this,UC8JGJmLrRlz5Kf9GguiCq6g,20171214,One String by Priyanka Ravindran,,
1,0,Qm7FlbbhMjQ,,,,,,,,0.0,103.0,Mix-up: Better man & Enna Sona,UC8JGJmLrRlz5Kf9GguiCq6g,20171220,One String by Priyanka Ravindran,,
1,0,R1WwC223I8w,,,,,,,,0.0,250.0,[SERIES] Misheard Lyrics Bollywood and Hollywood | Episode 3 | Sayali Tank,UCJjV2CHB58Xerdqbwyka7QA,20180915,Sayali Tank,,
1,0,RMf6r6SRHLw,,,,,,,,0.0,64.0,INTRODUCTION TO BARITONE UKULELE COURSE,UCpxZQKj_Gwldx5vOYnRHIIw,20210109,Ukulele Adda,,
1,0,RVJc3GeUaqE,,,,,,,,0.0,140.0,Aaoge Jab Tum | Jab We Met | Ukulele Cover | My Uke Diaries! | Shivanaay,UCMsX4epw3cck3D3Jy0oy_zg,20191129,Shivanaay,,
1,0,Rb2QvZzv5co,,,,,,,,0.0,161.0,Shayadh - Ukelele Cover,UC8JGJmLrRlz5Kf9GguiCq6g,20200318,One String by Priyanka Ravindran,,
1,0,RgCIsjE6Co4,,,,,,,,0.0,294.0,Girls like you & Chahun main ya na-Ukelele Cover (LIVE),UC8JGJmLrRlz5Kf9GguiCq6g,20200119,One String by Priyanka Ravindran,,
1,0,Ri_rIp9CyDc,,,,,,,,0.0,732.0,10 Easy Ukulele Strumming Patterns for Beginners | Arathi Unnikrishnan,UCpaXVJBBAK6AA_DBi43c54A,20210215,Arathi Unnikrishnan,,
1,0,Rlet5youfa4,,,,,,,,0.0,518.0,Ukulele Review and Comparision Of Kala Mk-T and Kadence Soprano Ukulele | Sayali Tank,UCJjV2CHB58Xerdqbwyka7QA,20191120,Sayali Tank,,
1,0,RpAFAJLrzs0,,,,,,,,0.0,211.0,Kahin Toh Hogi Woh | Jaane Tu Yaa Jaane Na | Ukulele Cover | My Uke Diaries! | Shivanaay,UCMsX4epw3cck3D3Jy0oy_zg,20200321,Shivanaay,,
1,0,Rt41m7aSkTk,,,,,,,,0.0,75.0,WHEN YOU CAN'T GO A HILL STATION TO PLAY QAAFIRANA 😊,UCtYAlKT4ZHsP37o8d7gIjkQ,20201025,ukeguide,,
1,0,RzPsmsXYr5I,,,,,,,,0.0,108.0,Just the way you are,UC8JGJmLrRlz5Kf9GguiCq6g,20180325,One String by Priyanka Ravindran,,
1,0,S9Q43b6kCy0,,,,,,,,0.0,119.0,Lokham Muzhuvan Sukham Pakaraanai,UCpaXVJBBAK6AA_DBi43c54A,20200324,Arathi Unnikrishnan,,
1,0,SDcOjRIBtQs,,,,,,,,0.0,488.0,Is mobile app effective for tuning?  When to change the strings?,UCJjV2CHB58Xerdqbwyka7QA,20201003,Sayali Tank,,
1,0,SFs1FZTSL7I,,,,,,,,0.0,479.0,What is an equalizer?? Why do we use it??,UCJjV2CHB58Xerdqbwyka7QA,20200118,Sayali Tank,,
1,0,SOY-YowiIes,,,,,,,,0.0,77.0,Parayuvaan,UC8JGJmLrRlz5Kf9GguiCq6g,20190810,One String by Priyanka Ravindran,,
1,0,SY1A3KDzbIY,,,,,,,,0.0,147.0,How to Play Em chord on Ukulele | #21daysofukechords,UCJjV2CHB58Xerdqbwyka7QA,20190708,Sayali Tank,,
1,0,SYnKHe4iRoE,,,,,,,,0.0,211.0,Tera woh Pyaar | Coke studio | Acoustic Cover |,UChYG9VnF6VjXy4IJMwyt9hA,20161117,Avni Kulshreshtha,,
1,0,SeSYrEfyHPg,,,,,,,,0.0,405.0,How to stop finger pain?,UCJjV2CHB58Xerdqbwyka7QA,20210313,Sayali Tank,,
1,0,SkB8tYBReBA,,,,,,,,0.0,43.0,Jathi malli poocharame - tamil ukulele cover/chords,UCseOAfsBqBoSPH37WzPhIMA,20200331,Magivizhi,,
1,0,Slxl-sj1cDU,,,,,,,,0.0,137.0,Ek Ladki Ko Dekha,UC8JGJmLrRlz5Kf9GguiCq6g,20190623,One String by Priyanka Ravindran,,
1,0,Sp8mi0UzVfs,,,,,,,,0.0,63.0,Gaganave baagi,UC8JGJmLrRlz5Kf9GguiCq6g,20171129,One String by Priyanka Ravindran,,
1,0,SxGjztwMmiU,,,,,,,,0.0,156.0,Tribute to S P BALASUBRAHMANYAM | Music Mash-Up | Arathi Unnikrishnan,UCpaXVJBBAK6AA_DBi43c54A,20201002,Arathi Unnikrishnan,,
1,0,T3AOJa8BbKI,,,,,,,,0.0,98.0,Tum Hi Ho,UC8JGJmLrRlz5Kf9GguiCq6g,20171210,One String by Priyanka Ravindran,,
1,0,T4sADPnBTnA,,,,,,,,0.0,667.0,Spider web In uke? What to do?,UCJjV2CHB58Xerdqbwyka7QA,20201121,Sayali Tank,,
1,0,T8FH_ecREtg,,,,,,,,0.0,53.0,Nilamalare,UC8JGJmLrRlz5Kf9GguiCq6g,20180902,One String by Priyanka Ravindran,,
1,0,TAKIJFqxypA,,,,,,,,0.0,60.0,Happy Father’s Day! Papa kehte hai Ukulele,UCTSDR18UOA5SMGmq7Ok7Whw,20200621,Aishu's Telugu Ukulele Tutorials,,
1,0,TCRqmUxEyPo,,,,,,,,0.0,1045.0,How to repair Broken/Damaged Ukulele? Fixing Broken Ukulele Bridge? Broken Ukulele Nut?,UCJjV2CHB58Xerdqbwyka7QA,20200818,Sayali Tank,,
1,0,TCZL2iEDcRw,,,,,,,,0.0,79.0,Girls like you,UC8JGJmLrRlz5Kf9GguiCq6g,20180604,One String by Priyanka Ravindran,,
1,0,TDQq1ljUJDA,,,,,,,,0.0,208.0,When I look at you ~ Miley Cyrus (Ukulele cover)~ How I practice singing with ukulele,UC8LY9RfQk75FaLSqV2b8aKg,20200417,heyitzola,,
1,0,THGi502H01A,,,,,,,,0.0,67.0,Mere Rang Mein,UC8JGJmLrRlz5Kf9GguiCq6g,20190317,One String by Priyanka Ravindran,,
1,0,TIzBT_qWCho,,,,,,,,0.0,86.0,Sajan Ghar Aana Tha - Ukelele Cover,UC8JGJmLrRlz5Kf9GguiCq6g,20200324,One String by Priyanka Ravindran,,
1,0,TSUq5CS7AtA,,,,,,,,0.0,101.0,Rolling in the deep,UC8JGJmLrRlz5Kf9GguiCq6g,20180114,One String by Priyanka Ravindran,,
1,0,TZiyheD0NuU,,,,,,,,0.0,127.0,Can't help falling in Love | Elvis Presley | Ukulele Cover | My Uke Diaries! | Shivanaay,UCMsX4epw3cck3D3Jy0oy_zg,20191025,Shivanaay,,
1,0,Tfoo_17AA7w,,,,,,,,0.0,119.0,How to play A7 chord on Ukulele | #21daysofukechords,UCJjV2CHB58Xerdqbwyka7QA,20190718,Sayali Tank,,
1,0,Tjnt1gujKAc,,,,,,,,0.0,259.0,Manjumaasa Pakshi | Krishnagudiyil Oru Pranayakaalathu | Full Song | Arathi Umnikrishnan,UCpaXVJBBAK6AA_DBi43c54A,20200617,Arathi Unnikrishnan,,
1,0,TsikhRzrtog,,,,,,,,0.0,172.0,Orumurai Vandhu Paarthaya | Short Version | Manichithrathazhu,UCpaXVJBBAK6AA_DBi43c54A,20191222,Arathi Unnikrishnan,,
1,0,Tw7dw5f4_Js,,,,,,,,0.0,1019.0,"12 Bangla and English songs using 4 simple chords for Beginner (C, G, Am, F)",UC6PY2h7NZP_fGKFpIIGmwwg,20180118,Nabid Alam,,
1,0,Txytsm-L_6k,,,,,,,,0.0,143.0,Tu Jo Mila & Raabta Mashup-Ukelele Cover (with chords),UC8JGJmLrRlz5Kf9GguiCq6g,20200526,One String by Priyanka Ravindran,,
1,0,U1p_8zp-Uhk,,,,,,,,0.0,170.0,Humsafar - Badrinath ki Dulhania | Cover by Manidipa,UC19UkqR9kSv0ajIuE0q5kPQ,20180527,ManidipaBaisya,,
1,0,U5hlE6O9W6s,,,,,,,,0.0,162.0,Cold/Mess - Ukelele Cover,UC8JGJmLrRlz5Kf9GguiCq6g,20200212,One String by Priyanka Ravindran,,
1,0,UHT8IqynRuk,,,,,,,,0.0,127.0,Naam Ada Likhna | Acoustic Cover,UChYG9VnF6VjXy4IJMwyt9hA,20190910,Avni Kulshreshtha,,
1,0,USYphlr27mI,,,,,,,,0.0,261.0,Ambar - Raghu Dixit | Acoustic Guitar Cover,UChYG9VnF6VjXy4IJMwyt9hA,20180209,Avni Kulshreshtha,,
1,0,UZy-Wna3G0E,,,,,,,,0.0,306.0,Aalila Manjalil Neeyadumbol | Happy Birthday Zarakutty | Full Song | Arathi Unnikrishnan,UCpaXVJBBAK6AA_DBi43c54A,20200816,Arathi Unnikrishnan,,
1,0,UkX9tcDWMRo,,,,,,,,0.0,96.0,Oh Mere Sona Re | Asha Bhonsle | Ukulele Cover |,UChYG9VnF6VjXy4IJMwyt9hA,20170405,Avni Kulshreshtha,,
1,0,UpmS8SiSR64,,,,,,,,0.0,320.0,Des Rangila | Fanaa | Full song | Republic Day Special | Arathi Unnikrishnan,UCpaXVJBBAK6AA_DBi43c54A,20200125,Arathi Unnikrishnan,,
1,0,UuLqzCbseCY,,,,,,,,0.0,1780.0,Finger Warmup Exercise | BollyUke Live (HINDI),UCXNmFZc8m5w0tQbpMs6rGyA,20200316,BollyUke - Bollywood Ukulele Tutorials,,
1,0,V7AglZO3D3E,,,,,,,,0.0,240.0,Ukulele/Guitar টিউনার অ্যান্ড্রয়েড অ্যাপ,UC19UkqR9kSv0ajIuE0q5kPQ,20200518,ManidipaBaisya,,
1,0,V9kVYyIp0AM,,,,,,,,0.0,130.0,Ka Kalena | Marathi Song | Mumbai Pune Mumbai | Ukulele Cover | Shivanaay,UCMsX4epw3cck3D3Jy0oy_zg,20200703,Shivanaay,,
1,0,V9maRn50YHw,,,,,,,,0.0,624.0,Buzzing Strings? What to do?,UCJjV2CHB58Xerdqbwyka7QA,20201128,Sayali Tank,,
1,0,VAFikOVwEec,,,,,,,,0.0,332.0,Puzhayude Theerathu | Light Music | Full Song | Arathi Unnikrishnan,UCpaXVJBBAK6AA_DBi43c54A,20190622,Arathi Unnikrishnan,,
1,0,VB5PLo1Ufpk,,,,,,,,0.0,198.0,Tum Jab Pass (Prateek Kuhad) - Ukulele Chords (Original Scale),UCtYAlKT4ZHsP37o8d7gIjkQ,20191029,ukeguide,,
1,0,VC7fr416k1A,,,,,,,,0.0,41.0,Kanimozhiye Tamil ukulele cover : Irandaam ulagam,UCseOAfsBqBoSPH37WzPhIMA,20200203,Magivizhi,,
1,0,VFbnftSTfN0,,,,,,,,0.0,365.0,Importance Of Posture While Playing An Instrument | BollyUke (HINDI),UCXNmFZc8m5w0tQbpMs6rGyA,20190621,BollyUke - Bollywood Ukulele Tutorials,,
1,0,VP3dcOkWsaY,,,,,,,,0.0,99.0,Tum Ho Toh(Rock On),UC8JGJmLrRlz5Kf9GguiCq6g,20180124,One String by Priyanka Ravindran,,
1,0,VYtSqBS5Q7s,,,,,,,,0.0,76.0,Sunflower,UC8JGJmLrRlz5Kf9GguiCq6g,20190904,One String by Priyanka Ravindran,,
1,0,Vb2GPd0P6Ok,,,,,,,,0.0,68.0,Skyscraper,UC8JGJmLrRlz5Kf9GguiCq6g,20180118,One String by Priyanka Ravindran,,
1,0,VeBBeiT4NgA,,,,,,,,0.0,204.0,Ek din ap Yun - ukulele cover - chords & strumming pattern.,UCCHSNlm8UTsY_8sUoEAH5sA,20210112,Hassan Khan,,
1,0,VkvsVDgi99A,,,,,,,,0.0,63.0,Dil Diyan Gallan,UC8JGJmLrRlz5Kf9GguiCq6g,20180116,One String by Priyanka Ravindran,,
1,0,VoSP0KAiroM,,,,,,,,0.0,106.0,Sajan Bin | Pop and Classical Cover | Bandish Bandits | Shivanaay,UCMsX4epw3cck3D3Jy0oy_zg,20200908,Shivanaay,,
1,0,VtW4othJbUs,,,,,,,,0.0,93.0,Ello Maleyaagide Endu-Unplugged Cover,UC8JGJmLrRlz5Kf9GguiCq6g,20200903,One String by Priyanka Ravindran,,
1,0,W25bRoaAkIU,,,,,,,,0.0,123.0,Tum se hi | Jab We Met | Piano Cover,UChYG9VnF6VjXy4IJMwyt9hA,20180101,Avni Kulshreshtha,,
1,0,W3eYMwqiIQ8,,,,,,,,0.0,103.0,Hi Chaal Turu Turu | Marathi Song | Ukulele Cover | Shivanaay,UCMsX4epw3cck3D3Jy0oy_zg,20200619,Shivanaay,,
1,0,WATWROjGMjk,,,,,,,,0.0,381.0,Budget Ukulele Unboxing🔥₹1999 Juarez Concert | BollyUke,UCXNmFZc8m5w0tQbpMs6rGyA,20201031,BollyUke - Bollywood Ukulele Tutorials,,
1,0,WE6IeHBD0Fo,,,,,,,,0.0,86.0,Kun Faaya Kun,UC8JGJmLrRlz5Kf9GguiCq6g,20180527,One String by Priyanka Ravindran,,
1,0,WTgWCbURcRw,,,,,,,,0.0,272.0,Khamoshiyan | Arijit Singh |Sayali Tank | Unplugged Female cover,UCJjV2CHB58Xerdqbwyka7QA,20170910,Sayali Tank,,
1,0,WWCK3_lEERU,,,,,,,,0.0,63.0,Song for today-Ende Kannil Ninnakkai,UC8JGJmLrRlz5Kf9GguiCq6g,20171115,One String by Priyanka Ravindran,,
1,0,W_DDte3ne0o,,,,,,,,0.0,560.0,Guitar Vs Ukulele | Major Differences between the instruments | Sayali Tank,UCJjV2CHB58Xerdqbwyka7QA,20190410,Sayali Tank,,
1,0,WcMXO_pj1-8,,,,,,,,0.0,70.0,Anjaane kyun,UC8JGJmLrRlz5Kf9GguiCq6g,20180212,One String by Priyanka Ravindran,,
1,0,Wg2CgsYAHH8,,,,,,,,0.0,116.0,Ik vaari,UC8JGJmLrRlz5Kf9GguiCq6g,20191104,One String by Priyanka Ravindran,,
1,0,WhT3PIjYT-4,,,,,,,,0.0,162.0,Lag Jaa Gale | Ukulele Cover| My Uke Diaries! | Shivanaay,UCMsX4epw3cck3D3Jy0oy_zg,20200411,Shivanaay,,
1,0,WjfS8xKJNhY,,,,,,,,0.0,152.0,Shaam Aisha Cover on Ukulele,UCTSDR18UOA5SMGmq7Ok7Whw,20200627,Aishu's Telugu Ukulele Tutorials,,
1,0,WmT_kra3f0o,,,,,,,,0.0,89.0,Aigiri Nandhini | Mahishasura Mardhini Stotram | Happy Navarathri | Arathi Unnikrishnan,UCpaXVJBBAK6AA_DBi43c54A,20201023,Arathi Unnikrishnan,,
1,0,Wze_4_v4I_k,,,,,,,,0.0,328.0,Aaye Ho Meri Zindagi Mein | Raja Hindustani,UCpaXVJBBAK6AA_DBi43c54A,20190502,Arathi Unnikrishnan,,
1,0,Wzk7_W7_8Mw,,,,,,,,0.0,143.0,Aicha - Ukelele Cover,UC8JGJmLrRlz5Kf9GguiCq6g,20200219,One String by Priyanka Ravindran,,
1,0,X-fCiqjVSPI,,,,,,,,0.0,49.0,Song for today-Mungaru Maleye,UC8JGJmLrRlz5Kf9GguiCq6g,20171121,One String by Priyanka Ravindran,,
1,0,X7EIBZMNkoo,,,,,,,,0.0,87.0,Kabhi Jo Baadal Barse,UC8JGJmLrRlz5Kf9GguiCq6g,20180128,One String by Priyanka Ravindran,,
1,0,XCdhzFlTBfA,,,,,,,,0.0,104.0,Paradise,UC8JGJmLrRlz5Kf9GguiCq6g,20180319,One String by Priyanka Ravindran,,
1,0,XGspf0W-EGs,,,,,,,,0.0,124.0,Mere Dil Mein Aaj Kya Hai | Kishore Kumar | Piano Cover,UChYG9VnF6VjXy4IJMwyt9hA,20171020,Avni Kulshreshtha,,
1,0,XSOY1cvNgDk,,,,,,,,0.0,71.0,Innum Konjam Neram | Tamil Short Unplugged Cover | Arathi Unnikrishnan,UCpaXVJBBAK6AA_DBi43c54A,20200903,Arathi Unnikrishnan,,
1,0,XZdlb1T2pWg,,,,,,,,0.0,290.0,Dooba Dooba rehta hoon | Parth Sharma & Sayali Tank,UCJjV2CHB58Xerdqbwyka7QA,20180522,Sayali Tank,,
1,0,X_42_rPJpc8,,,,,,,,0.0,224.0,Manjani Poonilaavu | Nagarame Nanni | Full Song | Arathi Unnikrishnan,UCpaXVJBBAK6AA_DBi43c54A,20200701,Arathi Unnikrishnan,,
1,0,Xch65GbknGQ,,,,,,,,0.0,70.0,Bol Do Na Zara,UC8JGJmLrRlz5Kf9GguiCq6g,20180616,One String by Priyanka Ravindran,,
